cylinders,displacement,horsepower,weight,acceleration,model_year,power_to_weight,displacement_per_cyl,log_weight,log_displacement,log_horsepower,weight_class_enc,era_enc,origin_2,origin_3,brand_enc,brand_buick,brand_chevrolet,brand_datsun,brand_dodge,brand_ford,brand_other,brand_plymouth,brand_pontiac,brand_toyota,brand_volkswagen,mpg
4,98.0,93.5,2046,19.0,71,0.0456989247311828,24.5,7.6236419465115715,4.584967478670572,4.537961436294641,0,0,0,0,ford,0,0,0,0,1,0,0,0,0,0,25.0
6,232.0,100.0,2634,13.0,71,0.037965072133637055,38.666666666666664,7.876258882303226,5.44673737166631,4.605170185988092,1,0,0,0,amc,0,0,0,0,0,0,0,0,0,0,19.0
6,225.0,105.0,3439,15.5,71,0.030532131433556268,37.5,8.142936010432265,5.41610040220442,4.653960350157523,1,0,0,0,plymouth,0,0,0,0,0,0,1,0,0,0,16.0
6,250.0,100.0,3329,15.5,71,0.030039050765995796,41.666666666666664,8.110427237575024,5.521460917862246,4.605170185988092,1,0,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,17.0
6,250.0,88.0,3302,15.5,71,0.026650514839491216,41.666666666666664,8.102283624480073,5.521460917862246,4.477336814478207,1,0,0,0,ford,0,0,0,0,1,0,0,0,0,0,19.0
6,232.0,100.0,3288,15.5,71,0.030413625304136254,38.666666666666664,8.098034756176071,5.44673737166631,4.605170185988092,1,0,0,0,amc,0,0,0,0,0,0,0,0,0,0,18.0
8,350.0,165.0,4209,12.0,71,0.039201710620099785,43.75,8.344980368770571,5.857933154483459,5.10594547390058,2,0,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,14.0
8,400.0,175.0,4464,11.5,71,0.03920250896057348,50.0,8.403800504061147,5.991464547107982,5.1647859739235145,2,0,0,0,pontiac,0,0,0,0,0,0,0,1,0,0,14.0
8,351.0,153.0,4154,13.5,71,0.03683196918632643,43.875,8.331827004436057,5.860786223465865,5.030437921392435,2,0,0,0,ford,0,0,0,0,1,0,0,0,0,0,14.0
8,318.0,150.0,4096,13.0,71,0.03662109375,39.75,8.317766166719343,5.762051382780177,5.0106352940962555,2,0,0,0,plymouth,0,0,0,0,0,0,1,0,0,0,14.0
8,383.0,180.0,4955,11.5,71,0.03632694248234107,47.875,8.508152446764088,5.948034989180646,5.19295685089021,3,0,0,0,dodge,0,0,0,1,0,0,0,0,0,0,12.0
8,400.0,170.0,4746,12.0,71,0.03581963758954909,50.0,8.465057436995709,5.991464547107982,5.135798437050262,3,0,0,0,ford,0,0,0,0,1,0,0,0,0,0,13.0
8,400.0,175.0,5140,12.0,71,0.03404669260700389,50.0,8.544808358449211,5.991464547107982,5.1647859739235145,3,0,0,0,pontiac,0,0,0,0,0,0,0,1,0,0,13.0
6,258.0,110.0,2962,13.5,71,0.03713706954760297,43.0,7.993619994827744,5.552959584921617,4.700480365792417,1,0,0,0,amc,0,0,0,0,0,0,0,0,0,0,18.0
4,140.0,72.0,2408,19.0,71,0.029900332225913623,35.0,7.786551806428712,4.941642422609304,4.276666119016055,0,0,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,22.0
6,250.0,100.0,3282,15.0,71,0.030469226081657527,41.666666666666664,8.096208271650037,5.521460917862246,4.605170185988092,1,0,0,0,pontiac,0,0,0,0,0,0,0,1,0,0,19.0
6,250.0,88.0,3139,14.5,71,0.028034405861739407,41.666666666666664,8.051659556841953,5.521460917862246,4.477336814478207,1,0,0,0,ford,0,0,0,0,1,0,0,0,0,0,18.0
4,122.0,86.0,2220,14.0,71,0.03873873873873874,30.5,7.705262474866325,4.804021044733257,4.454347296253507,0,0,0,0,other,0,0,0,0,0,1,0,0,0,0,23.0
4,116.0,90.0,2123,14.0,71,0.04239284032030146,29.0,7.660585461703256,4.7535901911063645,4.499809670330265,0,0,1,0,other,0,0,0,0,0,1,0,0,0,0,28.0
4,79.0,70.0,2074,19.5,71,0.033751205400192864,19.75,7.637234388789473,4.3694478524670215,4.248495242049359,0,0,1,0,other,0,0,0,0,0,1,0,0,0,0,30.0
4,88.0,76.0,2065,14.5,71,0.036803874092009685,22.0,7.632885505395133,4.477336814478207,4.330733340286331,0,0,1,0,other,0,0,0,0,0,1,0,0,0,0,30.0
4,71.0,65.0,1773,19.0,71,0.03666102650874224,17.75,7.480428306074208,4.2626798770413155,4.174387269895637,0,0,0,1,toyota,0,0,0,0,0,0,0,0,1,0,31.0
4,72.0,69.0,1613,18.0,71,0.04277743335399876,18.0,7.385851078125209,4.276666119016055,4.23410650459726,0,0,0,1,datsun,0,0,1,0,0,0,0,0,0,0,35.0
4,97.0,60.0,1834,19.0,71,0.03271537622682661,24.25,7.51425465281641,4.574710978503383,4.0943445622221,0,0,1,0,volkswagen,0,0,0,0,0,0,0,0,0,1,27.0
4,91.0,70.0,1955,20.5,71,0.03580562659846547,22.75,7.578145472419466,4.51085950651685,4.248495242049359,0,0,0,0,plymouth,0,0,0,0,0,0,1,0,0,0,26.0
4,113.0,95.0,2278,15.5,72,0.04170324846356453,28.25,7.731053144007127,4.727387818712341,4.553876891600541,0,0,0,1,toyota,0,0,0,0,0,0,0,0,1,0,24.0
4,97.5,80.0,2126,17.0,72,0.03762935089369708,24.375,7.661997558901893,4.579852378003801,4.382026634673881,0,0,0,0,dodge,0,0,0,1,0,0,0,0,0,0,25.0
4,97.0,54.0,2254,23.5,72,0.023957409050576754,24.25,7.720461694599722,4.574710978503383,3.9889840465642745,0,0,1,0,volkswagen,0,0,0,0,0,0,0,0,0,1,23.0
4,140.0,90.0,2408,19.5,72,0.03737541528239203,35.0,7.786551806428712,4.941642422609304,4.499809670330265,0,0,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,20.0
4,122.0,86.0,2226,16.5,72,0.03863432165318958,30.5,7.70796153183549,4.804021044733257,4.454347296253507,0,0,0,0,ford,0,0,0,0,1,0,0,0,0,0,21.0
8,350.0,165.0,4274,12.0,72,0.0386055217594759,43.75,8.360305435879093,5.857933154483459,5.10594547390058,2,0,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,13.0
8,400.0,175.0,4385,12.0,72,0.039908779931584946,50.0,8.385944904806284,5.991464547107982,5.1647859739235145,2,0,0,0,pontiac,0,0,0,0,0,0,0,1,0,0,14.0
8,318.0,150.0,4135,13.5,72,0.036275695284159616,39.75,8.327242607457793,5.762051382780177,5.0106352940962555,2,0,0,0,plymouth,0,0,0,0,0,0,1,0,0,0,15.0
8,351.0,153.0,4129,13.0,72,0.03705497699200775,43.875,8.32579052588609,5.860786223465865,5.030437921392435,2,0,0,0,ford,0,0,0,0,1,0,0,0,0,0,14.0
8,304.0,150.0,3672,11.5,72,0.04084967320261438,38.0,8.20849175174038,5.717027701406222,5.0106352940962555,2,0,0,0,amc,0,0,0,0,0,0,0,0,0,0,17.0
8,429.0,208.0,4633,11.0,72,0.044895316209799266,53.625,8.440959885416648,6.061456918928017,5.337538079701318,3,0,0,0,other,0,0,0,0,0,1,0,0,0,0,11.0
8,350.0,155.0,4502,13.5,72,0.03442914260328743,43.75,8.412277021466677,5.857933154483459,5.043425116919247,3,0,0,0,buick,1,0,0,0,0,0,0,0,0,0,13.0
8,350.0,160.0,4456,13.5,72,0.03590664272890485,43.75,8.40200678160712,5.857933154483459,5.075173815233827,2,0,0,0,other,0,0,0,0,0,1,0,0,0,0,12.0
8,400.0,190.0,4422,12.5,72,0.04296698326549073,50.0,8.394347361417392,5.991464547107982,5.247024072160486,2,0,0,0,other,0,0,0,0,0,1,0,0,0,0,13.0
3,70.0,97.0,2330,13.5,72,0.041630901287553645,23.333333333333332,7.753623546559746,4.248495242049359,4.574710978503383,0,0,0,1,other,0,0,0,0,0,1,0,0,0,0,19.0
8,304.0,150.0,3892,12.5,72,0.03854059609455293,38.0,8.266678443305896,5.717027701406222,5.0106352940962555,2,0,0,0,amc,0,0,0,0,0,0,0,0,0,0,15.0
8,307.0,130.0,4098,14.0,72,0.0317227916056613,38.375,8.318254328798846,5.726847747587197,4.867534450455582,2,0,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,13.0
8,302.0,140.0,4294,16.0,72,0.032603632976245925,37.75,8.364973978438726,5.71042701737487,4.941642422609304,2,0,0,0,ford,0,0,0,0,1,0,0,0,0,0,13.0
8,318.0,150.0,4077,14.0,72,0.03679175864606328,39.75,8.313116702819253,5.762051382780177,5.0106352940962555,2,0,0,0,plymouth,0,0,0,0,0,0,1,0,0,0,14.0
4,121.0,112.0,2933,14.5,72,0.03818615751789976,30.25,7.983781068977451,4.795790545596741,4.718498871295094,1,0,1,0,other,0,0,0,0,0,1,0,0,0,0,18.0
4,121.0,76.0,2511,18.0,72,0.030266825965750695,30.25,7.828436359157585,4.795790545596741,4.330733340286331,1,0,1,0,volkswagen,0,0,0,0,0,0,0,0,0,1,22.0
4,120.0,87.0,2979,19.5,72,0.02920443101711984,30.0,7.999342952713282,4.787491742782046,4.465908118654584,1,0,1,0,other,0,0,0,0,0,1,0,0,0,0,21.0
4,96.0,69.0,2189,18.0,72,0.031521242576518956,24.0,7.691200097522863,4.564348191467836,4.23410650459726,0,0,1,0,other,0,0,0,0,0,1,0,0,0,0,26.0
4,122.0,86.0,2395,16.0,72,0.03590814196242171,30.5,7.781138509845015,4.804021044733257,4.454347296253507,0,0,0,0,ford,0,0,0,0,1,0,0,0,0,0,22.0
4,97.0,92.0,2288,17.0,72,0.04020979020979021,24.25,7.7354333524996886,4.574710978503383,4.5217885770490405,0,0,0,1,datsun,0,0,1,0,0,0,0,0,0,0,28.0
4,120.0,97.0,2506,14.5,72,0.038707102952913006,30.0,7.826443135456014,4.787491742782046,4.574710978503383,1,0,0,1,toyota,0,0,0,0,0,0,0,0,1,0,23.0
4,98.0,80.0,2164,15.0,72,0.036968576709796676,24.5,7.679713639966372,4.584967478670572,4.382026634673881,0,0,0,0,dodge,0,0,0,1,0,0,0,0,0,0,28.0
4,97.0,88.0,2100,16.5,72,0.0419047619047619,24.25,7.649692623711514,4.574710978503383,4.477336814478207,0,0,0,1,toyota,0,0,0,0,0,0,0,0,1,0,27.0
8,350.0,175.0,4100,13.0,73,0.042682926829268296,43.75,8.318742252692399,5.857933154483459,5.1647859739235145,2,0,0,0,buick,1,0,0,0,0,0,0,0,0,0,13.0
8,304.0,150.0,3672,11.5,73,0.04084967320261438,38.0,8.20849175174038,5.717027701406222,5.0106352940962555,2,0,0,0,amc,0,0,0,0,0,0,0,0,0,0,14.0
8,350.0,145.0,3988,13.0,73,0.03635907723169508,43.75,8.291045131081729,5.857933154483459,4.976733742420574,2,0,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,13.0
8,302.0,137.0,4042,14.5,73,0.0338941118258288,37.75,8.304494897963567,5.71042701737487,4.919980925828125,2,0,0,0,ford,0,0,0,0,1,0,0,0,0,0,14.0
8,318.0,150.0,3777,12.5,73,0.03971405877680699,39.75,8.236685322712457,5.762051382780177,5.0106352940962555,2,0,0,0,dodge,0,0,0,1,0,0,0,0,0,0,15.0
8,429.0,198.0,4952,11.5,73,0.03998384491114701,53.625,8.507546814364431,6.061456918928017,5.288267030694535,3,0,0,0,other,0,0,0,0,0,1,0,0,0,0,12.0
8,400.0,150.0,4464,12.0,73,0.033602150537634407,50.0,8.403800504061147,5.991464547107982,5.0106352940962555,2,0,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,13.0
8,351.0,158.0,4363,13.0,73,0.03621361448544579,43.875,8.38091517312361,5.860786223465865,5.062595033026967,2,0,0,0,ford,0,0,0,0,1,0,0,0,0,0,13.0
8,318.0,150.0,4237,14.5,73,0.03540240736370073,39.75,8.351610750626559,5.762051382780177,5.0106352940962555,2,0,0,0,plymouth,0,0,0,0,0,0,1,0,0,0,14.0
8,440.0,215.0,4735,11.0,73,0.0454065469904963,55.0,8.462737005620179,6.0867747269123065,5.3706380281276624,3,0,0,0,other,0,0,0,0,0,1,0,0,0,0,13.0
8,455.0,225.0,4951,11.0,73,0.045445364572813576,56.875,8.507344855361422,6.12029741895095,5.41610040220442,3,0,0,0,buick,1,0,0,0,0,0,0,0,0,0,12.0
8,360.0,175.0,3821,11.0,73,0.04579952891913112,45.0,8.2482674474469,5.886104031450156,5.1647859739235145,2,0,0,0,amc,0,0,0,0,0,0,0,0,0,0,13.0
6,225.0,105.0,3121,16.5,73,0.03364306312079462,37.5,8.045908742270779,5.41610040220442,4.653960350157523,1,0,0,0,plymouth,0,0,0,0,0,0,1,0,0,0,18.0
6,250.0,100.0,3278,18.0,73,0.03050640634533252,41.666666666666664,8.094988759303774,5.521460917862246,4.605170185988092,1,0,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,16.0
6,232.0,100.0,2945,16.0,73,0.03395585738539898,38.666666666666664,7.987864096085687,5.44673737166631,4.605170185988092,1,0,0,0,amc,0,0,0,0,0,0,0,0,0,0,18.0
6,250.0,88.0,3021,16.5,73,0.029129427341939754,41.666666666666664,8.013343181386672,5.521460917862246,4.477336814478207,1,0,0,0,ford,0,0,0,0,1,0,0,0,0,0,18.0
6,198.0,95.0,2904,16.0,73,0.03271349862258953,33.0,7.973844375944687,5.288267030694535,4.553876891600541,1,0,0,0,plymouth,0,0,0,0,0,0,1,0,0,0,23.0
4,97.0,46.0,1950,21.0,73,0.02358974358974359,24.25,7.575584651557793,4.574710978503383,3.828641396489095,0,0,1,0,volkswagen,0,0,0,0,0,0,0,0,0,1,26.0
8,400.0,150.0,4997,14.0,73,0.03001801080648389,50.0,8.516593011344206,5.991464547107982,5.0106352940962555,3,0,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,11.0
8,400.0,167.0,4906,12.5,73,0.03403995108030983,50.0,8.498214224818435,5.991464547107982,5.117993812416755,3,0,0,0,ford,0,0,0,0,1,0,0,0,0,0,12.0
8,360.0,170.0,4654,13.0,73,0.0365277180919639,45.0,8.445482343862237,5.886104031450156,5.135798437050262,3,0,0,0,plymouth,0,0,0,0,0,0,1,0,0,0,13.0
8,350.0,180.0,4499,12.5,73,0.04000889086463658,43.75,8.411610428841172,5.857933154483459,5.19295685089021,2,0,0,0,other,0,0,0,0,0,1,0,0,0,0,12.0
6,232.0,100.0,2789,15.0,73,0.035855145213338116,38.666666666666664,7.933438387627489,5.44673737166631,4.605170185988092,1,0,0,0,amc,0,0,0,0,0,0,0,0,0,0,18.0
4,97.0,88.0,2279,19.0,73,0.03861342694164107,24.25,7.731492029245684,4.574710978503383,4.477336814478207,0,0,0,1,toyota,0,0,0,0,0,0,0,0,1,0,20.0
4,140.0,72.0,2401,19.5,73,0.029987505206164097,35.0,7.783640596221253,4.941642422609304,4.276666119016055,0,0,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,21.0
4,108.0,94.0,2379,16.5,73,0.039512400168137875,27.0,7.774435510302958,4.68213122712422,4.543294782270004,0,0,0,1,datsun,0,0,1,0,0,0,0,0,0,0,22.0
3,70.0,90.0,2124,13.5,73,0.0423728813559322,23.333333333333332,7.66105638236183,4.248495242049359,4.499809670330265,0,0,0,1,other,0,0,0,0,0,1,0,0,0,0,18.0
4,122.0,85.0,2310,18.5,73,0.0367965367965368,30.5,7.745002803515839,4.804021044733257,4.442651256490317,0,0,0,0,ford,0,0,0,0,1,0,0,0,0,0,19.0
6,155.0,107.0,2472,14.0,73,0.043284789644012944,25.833333333333332,7.812782818577581,5.043425116919247,4.672828834461906,0,0,0,0,other,0,0,0,0,0,1,0,0,0,0,21.0
4,98.0,90.0,2265,15.5,73,0.039735099337748346,24.5,7.725330037917135,4.584967478670572,4.499809670330265,0,0,1,0,other,0,0,0,0,0,1,0,0,0,0,26.0
8,350.0,145.0,4082,13.0,73,0.035521803037726604,43.75,8.31434234336979,5.857933154483459,4.976733742420574,2,0,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,15.0
8,400.0,230.0,4278,9.5,73,0.053763440860215055,50.0,8.361240889642351,5.991464547107982,5.438079308923196,2,0,0,0,pontiac,0,0,0,0,0,0,0,1,0,0,16.0
4,68.0,49.0,1867,19.5,73,0.026245313336904125,17.0,7.532088143541722,4.219507705176107,3.8918202981106265,0,0,1,0,other,0,0,0,0,0,1,0,0,0,0,29.0
4,116.0,75.0,2158,15.5,73,0.03475440222428174,29.0,7.67693714581808,4.7535901911063645,4.31748811353631,0,0,1,0,other,0,0,0,0,0,1,0,0,0,0,24.0
4,114.0,91.0,2582,14.0,73,0.03524399690162665,28.5,7.856319571406588,4.736198448394496,4.51085950651685,1,0,1,0,other,0,0,0,0,0,1,0,0,0,0,20.0
4,121.0,112.0,2868,15.5,73,0.03905160390516039,30.25,7.961370201719511,4.795790545596741,4.718498871295094,1,0,1,0,other,0,0,0,0,0,1,0,0,0,0,19.0
8,318.0,150.0,3399,11.0,73,0.0441306266548985,39.75,8.131236549696116,5.762051382780177,5.0106352940962555,1,0,0,0,dodge,0,0,0,1,0,0,0,0,0,0,15.0
4,121.0,110.0,2660,14.0,73,0.041353383458646614,30.25,7.886081401775745,4.795790545596741,4.700480365792417,1,0,1,0,other,0,0,0,0,0,1,0,0,0,0,24.0
6,156.0,122.0,2807,13.5,73,0.04346277164232276,26.0,7.939871576361883,5.049856007249537,4.804021044733257,1,0,0,1,toyota,0,0,0,0,0,0,0,0,1,0,20.0
8,350.0,180.0,3664,11.0,73,0.04912663755458515,43.75,8.20631072579402,5.857933154483459,5.19295685089021,2,0,0,0,other,0,0,0,0,0,1,0,0,0,0,11.0
6,198.0,95.0,3102,16.5,74,0.030625402965828497,33.0,8.039802343736485,5.288267030694535,4.553876891600541,1,1,0,0,plymouth,0,0,0,0,0,0,1,0,0,0,20.0
6,200.0,93.5,2875,17.0,74,0.03252173913043478,33.333333333333336,7.963807953231451,5.298317366548036,4.537961436294641,1,1,0,0,ford,0,0,0,0,1,0,0,0,0,0,21.0
6,232.0,100.0,2901,16.0,74,0.03447087211306446,38.666666666666664,7.972810784121404,5.44673737166631,4.605170185988092,1,1,0,0,amc,0,0,0,0,0,0,0,0,0,0,19.0
6,250.0,100.0,3336,17.0,74,0.02997601918465228,41.666666666666664,8.112527763478637,5.521460917862246,4.605170185988092,1,1,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,15.0
4,79.0,67.0,1950,19.0,74,0.03435897435897436,19.75,7.575584651557793,4.3694478524670215,4.204692619390966,0,1,0,1,datsun,0,0,1,0,0,0,0,0,0,0,31.0
4,122.0,80.0,2451,16.5,74,0.032639738882088945,30.5,7.804251383528112,4.804021044733257,4.382026634673881,0,1,0,0,ford,0,0,0,0,1,0,0,0,0,0,26.0
4,71.0,65.0,1836,21.0,74,0.03540305010893246,17.75,7.515344571180436,4.2626798770413155,4.174387269895637,0,1,0,1,toyota,0,0,0,0,0,0,0,0,1,0,32.0
4,140.0,75.0,2542,17.0,74,0.029504327301337528,35.0,7.8407064517494,4.941642422609304,4.31748811353631,1,1,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,25.0
6,250.0,100.0,3781,17.0,74,0.026448029621793177,41.666666666666664,8.237743803890933,5.521460917862246,4.605170185988092,2,1,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,16.0
6,258.0,110.0,3632,18.0,74,0.0302863436123348,43.0,8.197538739721184,5.552959584921617,4.700480365792417,2,1,0,0,amc,0,0,0,0,0,0,0,0,0,0,16.0
6,225.0,105.0,3613,16.5,74,0.029061721561029614,37.5,8.19229373114764,5.41610040220442,4.653960350157523,2,1,0,0,plymouth,0,0,0,0,0,0,1,0,0,0,18.0
8,302.0,140.0,4141,14.0,74,0.03380825887466796,37.75,8.328692583545568,5.71042701737487,4.941642422609304,2,1,0,0,ford,0,0,0,0,1,0,0,0,0,0,16.0
8,350.0,150.0,4699,14.5,74,0.03192168546499255,43.75,8.455104999102815,5.857933154483459,5.0106352940962555,3,1,0,0,buick,1,0,0,0,0,0,0,0,0,0,13.0
8,318.0,150.0,4457,13.5,74,0.03365492483733453,39.75,8.402231172946555,5.762051382780177,5.0106352940962555,2,1,0,0,dodge,0,0,0,1,0,0,0,0,0,0,14.0
8,302.0,140.0,4638,16.0,74,0.030185424752048298,37.75,8.442038517815478,5.71042701737487,4.941642422609304,3,1,0,0,ford,0,0,0,0,1,0,0,0,0,0,14.0
8,304.0,150.0,4257,15.5,74,0.035236081747709654,38.0,8.356319965828153,5.717027701406222,5.0106352940962555,2,1,0,0,amc,0,0,0,0,0,0,0,0,0,0,14.0
4,98.0,83.0,2219,16.5,74,0.03740423614240649,24.5,7.704811922932594,4.584967478670572,4.418840607796598,0,1,1,0,other,0,0,0,0,0,1,0,0,0,0,29.0
4,79.0,67.0,1963,15.5,74,0.03413143148242486,19.75,7.5822291942764615,4.3694478524670215,4.204692619390966,0,1,1,0,volkswagen,0,0,0,0,0,0,0,0,0,1,26.0
4,97.0,78.0,2300,14.5,74,0.03391304347826087,24.25,7.7406644019172415,4.574710978503383,4.356708826689592,0,1,1,0,other,0,0,0,0,0,1,0,0,0,0,26.0
4,76.0,52.0,1649,16.5,74,0.031534263189812006,19.0,7.407924322559599,4.330733340286331,3.9512437185814275,0,1,0,1,toyota,0,0,0,0,0,0,0,0,1,0,31.0
4,83.0,61.0,2003,19.0,74,0.030454318522216674,20.75,7.602401335665818,4.418840607796598,4.110873864173311,0,1,0,1,datsun,0,0,1,0,0,0,0,0,0,0,32.0
4,90.0,75.0,2125,14.5,74,0.03529411764705882,22.5,7.661527081358517,4.499809670330265,4.31748811353631,0,1,0,0,dodge,0,0,0,1,0,0,0,0,0,0,28.0
